Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-10-14 00:00:00+05:30,305.66716105310957,309.1182419037092,296.8915614797922,299.0115051269531,564016,0.0,0.0
2022-10-17 00:00:00+05:30,299.84962119642773,310.0549659752222,293.8841635764387,301.62445068359375,770054,0.0,0.0
2022-10-18 00:00:00+05:30,302.5118978109378,310.99170312734395,302.5118978109378,307.9843444824219,846855,0.0,0.0
2022-10-19 00:00:00+05:30,300.7370346201451,317.4008183890869,298.22268784252213,312.9637145996094,1852205,0.0,0.0
2022-10-20 00:00:00+05:30,312.76652583638526,323.4155628196421,304.68112472947996,307.58990478515625,2082304,0.0,0.0
2022-10-21 00:00:00+05:30,309.11822915263974,311.87908168282,298.0254697332867,301.67376708984375,876103,0.0,0.0
2022-10-24 00:00:00+05:30,308.625213477494,311.386065970591,305.6671443387321,310.104248046875,262435,0.0,0.0
2022-10-25 00:00:00+05:30,311.5832932331596,311.5832932331596,298.86360152127907,300.09613037109375,648354,0.0,0.0
2022-10-27 00:00:00+05:30,301.8216680651766,305.37135713914694,293.0953578682184,295.70831298828125,636614,0.0,0.0
2022-10-28 00:00:00+05:30,296.29994611869563,299.7510270219084,289.8907958698719,291.07403564453125,497842,0.0,0.0
2022-10-31 00:00:00+05:30,294.03209496700424,301.27934054387276,290.3345084110361,296.15203857421875,616308,0.0,0.0
2022-11-01 00:00:00+05:30,296.743663661517,302.413296480405,296.15204378394736,301.4765625,429814,0.0,0.0
2022-11-02 00:00:00+05:30,302.0681797069171,303.5472143422462,296.25064949283006,297.5817565917969,259429,0.0,0.0
2022-11-03 00:00:00+05:30,297.28596864750637,304.28673876985084,291.86284152458336,294.5251159667969,630812,0.0,0.0
2022-11-04 00:00:00+05:30,295.65902955056214,304.6811348057283,294.82090390586654,298.07476806640625,628235,0.0,0.0
2022-11-07 00:00:00+05:30,300.1454139644926,301.2300453505742,294.82089544949815,295.75762939453125,313252,0.0,0.0
2022-11-09 00:00:00+05:30,295.80693786103734,299.4059162534724,285.94670659900277,288.5596618652344,409809,0.0,0.0
2022-11-10 00:00:00+05:30,289.6935868431445,289.6935868431445,279.04454895478364,282.59423828125,501663,0.0,0.0
2022-11-11 00:00:00+05:30,285.8480986212309,291.8628457167085,282.0026144424953,286.5876159667969,407404,0.0,0.0
2022-11-14 00:00:00+05:30,287.9187539331373,288.26386804681266,278.10781175413746,282.6435241699219,338682,0.0,0.0
2022-11-15 00:00:00+05:30,283.92535035825676,289.64427203348237,279.98125814333275,287.9187316894531,377679,0.0,0.0
2022-11-16 00:00:00+05:30,287.91875293985663,292.25724867827705,285.30579767282234,288.066650390625,344059,0.0,0.0
2022-11-17 00:00:00+05:30,286.834112187384,290.77820456559766,284.3197653326875,288.7075500488281,252229,0.0,0.0
2022-11-18 00:00:00+05:30,289.4963739758151,297.7296724751054,287.9680201911724,293.8348693847656,649888,0.0,0.0
2022-11-21 00:00:00+05:30,295.70831689160775,295.70831689160775,288.9540527475844,290.7289123535156,318816,0.0,0.0
2022-11-22 00:00:00+05:30,293.2432473096472,293.2432473096472,279.0445214922083,283.5309143066406,516236,0.0,0.0
2022-11-23 00:00:00+05:30,284.9606847262216,286.8341226560411,279.04454594297823,281.6575012207031,163349,0.0,0.0
2022-11-24 00:00:00+05:30,282.7914028876355,291.36981558597193,278.3542990969862,288.3624572753906,435871,0.0,0.0
2022-11-25 00:00:00+05:30,288.65826439591433,288.80616184366556,282.9886315341671,287.1792297363281,188646,0.0,0.0
2022-11-28 00:00:00+05:30,287.7215393185454,293.1446665716375,284.270458339305,289.0033874511719,228950,0.0,0.0
2022-11-29 00:00:00+05:30,292.84884749887715,293.73626223066657,278.0585016656005,282.9886169433594,329277,0.0,0.0
2022-11-30 00:00:00+05:30,284.41836595297445,286.58759864758645,279.7840454977428,280.4742736816406,313999,0.0,0.0
2022-12-01 00:00:00+05:30,281.26309762707655,286.7355139581646,281.11520017589214,283.6295471191406,193265,0.0,0.0
2022-12-02 00:00:00+05:30,283.9746367129187,287.6722231284515,281.50957910256346,283.5309143066406,174230,0.0,0.0
2022-12-05 00:00:00+05:30,285.70018611610453,287.8694489185429,283.7281399651737,285.3550720214844,169913,0.0,0.0
2022-12-06 00:00:00+05:30,285.4043939843479,294.8209024095078,284.27044336378975,288.7568664550781,641799,0.0,0.0
2022-12-07 00:00:00+05:30,288.9047581572658,290.38379275534055,283.777426180859,286.3904113769531,239833,0.0,0.0
2022-12-08 00:00:00+05:30,285.3550722757348,287.08061265933674,280.3756677766123,283.3830261230469,180156,0.0,0.0
2022-12-09 00:00:00+05:30,286.83412274853015,291.46844349998025,280.03056916381405,281.16448974609375,220084,0.0,0.0
2022-12-12 00:00:00+05:30,281.9039823492848,285.7001770880754,278.40361257840755,283.03790283203125,172117,0.0,0.0
2022-12-13 00:00:00+05:30,285.8480961627157,287.8201424005972,283.97465825493583,284.6648864746094,122595,0.0,0.0
2022-12-14 00:00:00+05:30,289.89078163921346,289.89078163921346,282.00259710481305,282.9393310546875,276886,0.0,0.0
2022-12-15 00:00:00+05:30,287.91876634740413,313.5553688303921,284.91140770793083,310.44940185546875,4525434,0.0,0.0
