Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-10-14 00:00:00+05:30,3287.6835432981657,3299.9384832929677,3113.7020863287194,3151.99267578125,173548,0.0,0.0
2022-10-17 00:00:00+05:30,3151.9925368777363,3266.8155159254466,3133.0933270818823,3234.23388671875,144689,0.0,0.0
2022-10-18 00:00:00+05:30,3248.309940936346,3252.9855385786022,3120.3462159903684,3142.149169921875,145944,0.0,0.0
2022-10-19 00:00:00+05:30,3144.954653638484,3204.01483492747,3105.433645119202,3139.097900390625,215099,0.0,0.0
2022-10-20 00:00:00+05:30,3117.393320822991,3140.968129101248,2860.4815252010144,2899.85498046875,348908,0.0,0.0
2022-10-21 00:00:00+05:30,2913.635612224904,3051.4427019922978,2868.2576101106147,2999.91259765625,329939,0.0,0.0
2022-10-24 00:00:00+05:30,3012.0694552458044,3051.442912177122,3002.226091012975,3036.333251953125,22041,0.0,0.0
2022-10-25 00:00:00+05:30,3050.261807067709,3050.261807067709,2881.2020235679647,2915.40771484375,164692,0.0,0.0
2022-10-27 00:00:00+05:30,2928.35130480458,2936.914982776998,2806.441395026275,2821.10791015625,154802,0.0,0.0
2022-10-28 00:00:00+05:30,2827.0139444950323,2841.926543792915,2663.6141134413497,2693.537841796875,316472,0.0,0.0
2022-10-31 00:00:00+05:30,2707.023611230331,2750.924870179816,2640.8269887836104,2711.453125,221429,0.0,0.0
2022-11-01 00:00:00+05:30,2711.453225736548,2775.7794672360374,2679.363761997483,2763.869140625,169937,0.0,0.0
2022-11-02 00:00:00+05:30,2763.0323623880386,2812.692087278949,2763.0323623880386,2795.121826171875,106024,0.0,0.0
2022-11-03 00:00:00+05:30,2770.9067841251936,2803.1930639893108,2740.9830556559077,2778.289306640625,111122,0.0,0.0
2022-11-04 00:00:00+05:30,2778.289556442666,2896.3606624255276,2778.289556442666,2874.409912109375,142075,0.0,0.0
2022-11-07 00:00:00+05:30,2885.2867117715914,2972.695829251286,2875.6401673087353,2964.673583984375,101669,0.0,0.0
2022-11-09 00:00:00+05:30,2998.288681702648,2998.3872114694896,2866.387603781389,2903.93994140625,122478,0.0,0.0
2022-11-10 00:00:00+05:30,2913.19271601103,2979.586155286372,2905.760928445778,2972.69580078125,66898,0.0,0.0
2022-11-11 00:00:00+05:30,2982.5390716472807,3000.5524744997347,2844.633456069272,2903.250732421875,162084,0.0,0.0
2022-11-14 00:00:00+05:30,2917.769832613845,2925.792318254226,2842.615894626529,2870.718505859375,54410,0.0,0.0
2022-11-15 00:00:00+05:30,2859.497054175538,2892.964489577248,2843.796937690092,2857.82373046875,26346,0.0,0.0
2022-11-16 00:00:00+05:30,2857.8236903022325,2878.199404094185,2844.3383307608474,2871.751953125,30770,0.0,0.0
2022-11-17 00:00:00+05:30,2864.4189139960454,2969.2014753467924,2807.622751977706,2940.8525390625,186944,0.0,0.0
2022-11-18 00:00:00+05:30,2940.852661239343,2961.572991311098,2871.9000860487486,2913.98046875,89668,0.0,0.0
2022-11-21 00:00:00+05:30,2890.3563550333,3045.0939928385533,2871.063264994332,3011.478759765625,281075,0.0,0.0
2022-11-22 00:00:00+05:30,3019.9439521765175,3077.527629230731,2977.666753582065,3003.948486328125,176874,0.0,0.0
2022-11-23 00:00:00+05:30,3019.9440257008446,3036.628479344073,2885.0899411112046,2901.2822265625,94135,0.0,0.0
2022-11-24 00:00:00+05:30,2903.300096759814,2966.7897920441023,2895.0807920188936,2938.1455078125,85042,0.0,0.0
2022-11-25 00:00:00+05:30,2951.7786721873877,2970.481063107458,2879.4299494176425,2896.01611328125,35394,0.0,0.0
2022-11-28 00:00:00+05:30,2889.027263634769,2907.828184543455,2844.3875128554146,2849.65380859375,174603,0.0,0.0
2022-11-29 00:00:00+05:30,2849.6538036842016,2861.1704912005584,2775.8285756094815,2788.57568359375,148477,0.0,0.0
2022-11-30 00:00:00+05:30,2776.320917631436,2801.766110627664,2560.4066242765184,2633.444580078125,1613331,0.0,0.0
2022-12-01 00:00:00+05:30,2657.7083219049714,2746.2985993018037,2635.6592823239184,2729.26953125,341304,0.0,0.0
2022-12-02 00:00:00+05:30,2742.952061644287,2780.5536661621845,2725.578379023533,2759.439697265625,126775,0.0,0.0
2022-12-05 00:00:00+05:30,2776.4192925991892,2788.969581457952,2643.9275195793007,2693.193603515625,271472,0.0,0.0
2022-12-06 00:00:00+05:30,2642.9431603418693,2681.7259172944027,2572.317025610201,2641.565185546875,516430,0.0,0.0
2022-12-07 00:00:00+05:30,2652.78653017674,2721.6900764150973,2647.914113184613,2681.578369140625,131274,0.0,0.0
2022-12-08 00:00:00+05:30,2682.808606573993,2749.10375302264,2660.0213171778605,2726.611572265625,137268,0.0,0.0
2022-12-09 00:00:00+05:30,2746.298598219785,2746.3478631038433,2684.974391493726,2696.835693359375,91974,0.0,0.0
2022-12-12 00:00:00+05:30,2691.1757553778493,2725.627529861472,2648.0617723893283,2693.0458984375,84752,0.0,0.0
2022-12-13 00:00:00+05:30,2706.5313337374396,2723.8062444883444,2668.53585436536,2709.92724609375,81209,0.0,0.0
2022-12-14 00:00:00+05:30,2690.6834585202055,2733.7974394473003,2678.4777836990625,2725.82421875,96291,0.0,0.0
2022-12-15 00:00:00+05:30,2721.690056757759,2748.168608922945,2707.023541005265,2719.672119140625,54746,0.0,0.0
2022-12-16 00:00:00+05:30,2699.9854954183356,2711.1578097474267,2657.7082948651705,2684.974365234375,119184,0.0,0.0
2022-12-19 00:00:00+05:30,2687.1889107795464,2738.915832883464,2648.8490588641157,2718.146240234375,87667,0.0,0.0
2022-12-20 00:00:00+05:30,2688.2720411667265,2745.3142889238393,2679.954446439994,2736.159912109375,84737,0.0,0.0
2022-12-21 00:00:00+05:30,2722.3789872725442,2751.2200903075823,2636.8402548310805,2668.486572265625,226110,0.0,0.0
2022-12-22 00:00:00+05:30,2681.8736815460034,2705.1531403667786,2629.4577703008604,2669.470947265625,88380,0.0,0.0
2022-12-23 00:00:00+05:30,2633.2474259792084,2697.8199899861684,2618.3348256364893,2668.388427734375,116478,0.0,0.0
2022-12-26 00:00:00+05:30,2642.9924044673794,2749.251466988174,2641.712719129793,2734.3388671875,90751,0.0,0.0
2022-12-27 00:00:00+05:30,2721.690068458354,2751.220159617034,2698.5581637173877,2743.591552734375,82638,0.0,0.0
2022-12-28 00:00:00+05:30,2730.6477403758263,2752.992128895365,2717.7528372344564,2732.813232421875,40974,0.0,0.0
2022-12-29 00:00:00+05:30,2721.690223915996,2753.1889896177363,2688.7642184566976,2708.943115234375,49280,0.0,0.0
2022-12-30 00:00:00+05:30,2707.9586656992374,2733.6006766455885,2682.3166547528867,2703.62744140625,68182,0.0,0.0
2023-01-02 00:00:00+05:30,2628.2274420471595,2705.9407524434478,2628.2274420471595,2678.083984375,88440,0.0,0.0
2023-01-03 00:00:00+05:30,2678.3298734249456,2732.468371259104,2678.3298734249456,2709.1396484375,64268,0.0,0.0
2023-01-04 00:00:00+05:30,2721.6901549507306,2745.6588424961574,2673.4576711921104,2692.3076171875,194192,0.0,0.0
2023-01-05 00:00:00+05:30,2684.7775253063965,2691.6186152085875,2638.809063587182,2660.808837890625,115483,0.0,0.0
