Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-10-14 00:00:00+05:30,4343.870446210798,4388.349450345636,4328.87847669723,4338.90625,16318,0.0,0.0
2022-10-17 00:00:00+05:30,4318.8506514999635,4369.485452241687,4267.322392407988,4319.1982421875,11024,0.0,0.0
2022-10-18 00:00:00+05:30,4366.507300945475,4366.507300945475,4304.007872244253,4311.8017578125,21241,0.0,0.0
2022-10-19 00:00:00+05:30,4333.395572877795,4367.499696791968,4285.3916999854255,4334.48779296875,6115,0.0,0.0
2022-10-20 00:00:00+05:30,4318.850751544164,4338.658088559991,4289.016125898563,4314.87939453125,3762,0.0,0.0
2022-10-21 00:00:00+05:30,4297.008160953654,4338.707408356624,4269.208662685008,4308.9716796875,11544,0.0,0.0
2022-10-24 00:00:00+05:30,4318.851141544513,4338.707928402188,4291.051639943766,4316.96484375,1887,0.0,0.0
2022-10-25 00:00:00+05:30,4294.029509741655,4343.6714693918475,4288.86655202413,4317.95703125,3266,0.0,0.0
2022-10-27 00:00:00+05:30,4322.177321467009,4358.564787025872,4294.030228675831,4348.38818359375,5937,0.0,0.0
2022-10-28 00:00:00+05:30,4343.721629878106,4359.905202249293,4294.129594924526,4328.48193359375,6365,0.0,0.0
2022-10-31 00:00:00+05:30,4311.106807562483,4356.578651533763,4311.106807562483,4346.69970703125,8648,0.0,0.0
2022-11-01 00:00:00+05:30,4360.748823523871,4388.349561239467,4298.9445791376365,4364.173828125,13397,0.0,0.0
2022-11-02 00:00:00+05:30,4364.17380670381,4457.848288065896,4343.87053465911,4441.4169921875,32396,0.0,0.0
2022-11-03 00:00:00+05:30,4441.416877761963,4467.776565585002,4389.3422658780655,4461.37255859375,21891,0.0,0.0
2022-11-04 00:00:00+05:30,4447.374068521039,4478.697953622143,4430.545248955623,4470.8046875,12139,0.0,0.0
2022-11-07 00:00:00+05:30,4492.598188473833,4495.824916454505,4418.135235073714,4440.47412109375,21494,0.0,0.0
2022-11-09 00:00:00+05:30,4437.991806234344,4458.493841447119,4308.922693301354,4342.48046875,21473,0.0,0.0
2022-11-10 00:00:00+05:30,4344.615213302745,4374.350458676725,4294.079306447747,4326.19775390625,13663,0.0,0.0
2022-11-11 00:00:00+05:30,4329.971196944137,4357.4725562575695,4270.450283587922,4281.02392578125,18159,0.0,0.0
2022-11-14 00:00:00+05:30,4496.56901328994,4496.56901328994,4289.065607730744,4449.60791015625,73414,0.0,0.0
2022-11-15 00:00:00+05:30,4437.991403805054,4497.561758218544,4437.991403805054,4488.7255859375,31897,0.0,0.0
2022-11-16 00:00:00+05:30,4487.633725701884,4517.418905297251,4391.973560277801,4400.5615234375,11413,0.0,0.0
2022-11-17 00:00:00+05:30,4363.528860307173,4479.194642383575,4360.55034231379,4464.00439453125,7826,0.0,0.0
2022-11-18 00:00:00+05:30,4458.840792907228,4462.812149658872,4409.744701151138,4453.08251953125,5265,0.0,0.0
2022-11-21 00:00:00+05:30,4418.13483106702,4447.721247931928,4361.096020064378,4372.513671875,6279,0.0,0.0
2022-11-22 00:00:00+05:30,4377.3289690339725,4452.8841345844385,4363.776809929153,4383.3359375,10319,0.0,0.0
2022-11-23 00:00:00+05:30,4405.277599174304,4413.071484949459,4362.536059505689,4371.86865234375,3526,0.0,0.0
2022-11-24 00:00:00+05:30,4369.138093976438,4393.313827475552,4349.628899021558,4359.30908203125,6154,0.0,0.0
2022-11-25 00:00:00+05:30,4355.585913016114,4474.180758698847,4355.585913016114,4430.5947265625,9726,0.0,0.0
2022-11-28 00:00:00+05:30,4442.955903499637,4482.669475821422,4404.2351704858975,4468.32275390625,18186,0.0,0.0
2022-11-29 00:00:00+05:30,4448.912768255703,4561.1036057502115,4442.955732636525,4527.94287109375,29522,0.0,0.0
2022-11-30 00:00:00+05:30,4557.132251564323,4591.881626031589,4504.511770228177,4566.46484375,16057,0.0,0.0
2022-12-01 00:00:00+05:30,4591.881465271871,4591.881465271871,4497.561737877098,4517.76611328125,9629,0.0,0.0
2022-12-02 00:00:00+05:30,4518.560679778863,4626.631339241504,4518.560679778863,4555.5439453125,31756,0.0,0.0
2022-12-05 00:00:00+05:30,4579.42187599082,4593.271693514593,4519.40454570001,4533.453125,7722,0.0,0.0
2022-12-06 00:00:00+05:30,4537.275717125513,4562.096700260773,4502.526340736149,4536.03466796875,56061,0.0,0.0
2022-12-07 00:00:00+05:30,4536.282800508025,4547.204032901456,4469.315595236193,4510.568359375,5779,0.0,0.0
2022-12-08 00:00:00+05:30,4510.568175802936,4527.347062476646,4466.78386712334,4491.654296875,5036,0.0,0.0
2022-12-09 00:00:00+05:30,4493.590386253606,4507.490135570343,4258.287487105991,4371.669921875,23957,0.0,0.0
2022-12-12 00:00:00+05:30,4389.143666558156,4517.418694613632,4358.564410847,4373.65576171875,35796,0.0,0.0
